trial_number,use_bias,value,state
0,True,0.7793103448275862,TrialState.COMPLETE
1,False,0.7655172413793103,TrialState.COMPLETE
2,True,0.8,TrialState.COMPLETE
3,False,0.8,TrialState.COMPLETE
4,False,0.7931034482758621,TrialState.COMPLETE
5,True,0.6827586206896552,TrialState.COMPLETE
6,True,0.8068965517241379,TrialState.COMPLETE
7,True,0.8689655172413793,TrialState.COMPLETE
8,False,0.696551724137931,TrialState.COMPLETE
9,True,0.7172413793103448,TrialState.COMPLETE
