Dataset,Split,Model,Explainer,Metric,n_total,n_valid,median_dir,mean_dir,iqr_dir,median_raw,iqr_raw,rank
CWRU_12k,val,ENCODER,integrated_gradients,"Complexity (Classif, Chan)",30,30,-0.8368152089001901,-0.8566006683721182,0.18849181770034384,0.8368152089001901,0.18849181770034384,2.0
CWRU_12k,val,ENCODER,lime_tabular,"Complexity (Classif, Chan)",30,30,-0.9999306856204488,-0.999829444680292,0.00024244870416234576,0.9999306856204488,0.00024244870416234576,12.0
CWRU_12k,val,ENCODER,occlusion,"Complexity (Classif, Chan)",30,30,-0.7128419399484245,-0.6788589904906392,0.2909399992795465,0.7128419399484245,0.2909399992795465,1.0
CWRU_12k,val,ENCODER,saliency,"Complexity (Classif, Chan)",30,30,-0.9763082998721269,-0.9713773519965742,0.03567874442124275,0.9763082998721269,0.03567874442124275,9.0
CWRU_12k,val,ENCODER,smooth_gradient,"Complexity (Classif, Chan)",30,30,-0.9829996044091506,-0.9742434379438182,0.03384975194876694,0.9829996044091506,0.03384975194876694,11.0
CWRU_12k,val,ENCODER,deeplift,"Complexity (Classif, Elem)",30,30,-0.8727033630591626,-0.8554715551405244,0.0573084922773105,0.8727033630591626,0.0573084922773105,3.0
CWRU_12k,val,ENCODER,deepliftshap,"Complexity (Classif, Elem)",30,30,-0.8893184513046422,-0.8703199921733894,0.04923615499418932,0.8893184513046422,0.04923615499418932,5.0
CWRU_12k,val,ENCODER,expected_gradients,"Complexity (Classif, Elem)",30,30,-0.929790077661979,-0.9281231339830545,0.02266239870748099,0.929790077661979,0.02266239870748099,7.0
CWRU_12k,val,ENCODER,feature_ablation,"Complexity (Classif, Elem)",30,30,-0.8685450850435752,-0.8656770019660988,0.028933571534565217,0.8685450850435752,0.028933571534565217,2.0
CWRU_12k,val,ENCODER,gradient_x_input,"Complexity (Classif, Elem)",30,30,-0.8571832876030461,-0.8482993612082713,0.04053821453259632,0.8571832876030461,0.04053821453259632,1.0
CWRU_12k,val,ENCODER,gradientshap,"Complexity (Classif, Elem)",30,30,-0.9190136930888173,-0.9191666090086302,0.013098039442251186,0.9190136930888173,0.013098039442251186,6.0
CWRU_12k,val,ENCODER,guided_back_prop,"Complexity (Classif, Elem)",30,30,-0.9492306502214634,-0.9455033268877706,0.007692391189526138,0.9492306502214634,0.007692391189526138,10.0
CWRU_12k,val,ENCODER,integrated_gradients,"Complexity (Classif, Elem)",30,30,-0.8803688655257481,-0.88036405603554,0.017542766418646494,0.8803688655257481,0.017542766418646494,4.0
CWRU_12k,val,ENCODER,lime_tabular,"Complexity (Classif, Elem)",30,30,-0.9656218056434711,-0.965420385701255,0.001024538634975647,0.9656218056434711,0.001024538634975647,12.0
CWRU_12k,val,ENCODER,occlusion,"Complexity (Classif, Elem)",30,30,-0.9438171369139234,-0.9291485081258107,0.04462494106353099,0.9438171369139234,0.04462494106353099,8.0
CWRU_12k,val,ENCODER,saliency,"Complexity (Classif, Elem)",30,30,-0.9492306432516473,-0.9455034238054619,0.007691810212275829,0.9492306432516473,0.007691810212275829,9.0
CWRU_12k,val,ENCODER,smooth_gradient,"Complexity (Classif, Elem)",30,30,-0.956802130490517,-0.9537576651385612,0.009245949021714939,0.956802130490517,0.009245949021714939,11.0
CWRU_12k,val,ENCODER,deeplift,Continuity (Classif),30,30,-0.8468496501023206,-0.8428137862741317,0.04792523047510977,0.8468496501023206,0.04792523047510977,9.0
CWRU_12k,val,ENCODER,deepliftshap,Continuity (Classif),30,30,-0.8712062566782817,-0.8619111711134342,0.046064621740962264,0.8712062566782817,0.046064621740962264,11.0
CWRU_12k,val,ENCODER,expected_gradients,Continuity (Classif),30,30,-0.7639834206504179,-0.7641961283525939,0.10849245351542902,0.7639834206504179,0.10849245351542902,7.0
CWRU_12k,val,ENCODER,feature_ablation,Continuity (Classif),30,30,-0.3289043589202957,-0.33198862368568954,0.023829480310167905,0.3289043589202957,0.023829480310167905,5.0
CWRU_12k,val,ENCODER,gradient_x_input,Continuity (Classif),30,30,-0.25699568876086176,-0.2544857658104403,0.021120342619672466,0.25699568876086176,0.021120342619672466,4.0
CWRU_12k,val,ENCODER,gradientshap,Continuity (Classif),30,30,-0.7785409353106467,-0.7781760436303604,0.11492937234216816,0.7785409353106467,0.11492937234216816,8.0
CWRU_12k,val,ENCODER,guided_back_prop,Continuity (Classif),30,30,-0.00758227395500565,-0.00805521869033942,0.0024781239910281767,0.00758227395500565,0.0024781239910281767,1.0
CWRU_12k,val,ENCODER,integrated_gradients,Continuity (Classif),30,30,-0.6922724950352588,-0.6922766016628151,0.09792329186302673,0.6922724950352588,0.09792329186302673,6.0
CWRU_12k,val,ENCODER,lime_tabular,Continuity (Classif),30,30,-0.9874756186312899,-0.9849136349740184,0.019792854880092525,0.9874756186312899,0.019792854880092525,12.0
CWRU_12k,val,ENCODER,occlusion,Continuity (Classif),30,30,-0.8483001753431383,-0.8439196557687669,0.13338919463512355,0.8483001753431383,0.13338919463512355,10.0
CWRU_12k,val,ENCODER,saliency,Continuity (Classif),30,30,-0.00758229686554235,-0.008055012259185977,0.002478009342302275,0.00758229686554235,0.002478009342302275,2.0
CWRU_12k,val,ENCODER,smooth_gradient,Continuity (Classif),30,30,-0.0414152767339979,-0.04946457306107752,0.025964837823295617,0.0414152767339979,0.025964837823295617,3.0
CWRU_12k,val,ENCODER,deeplift,Faithfulness Correlation (Classif),30,30,0.0439603960396039,0.021110111011101097,0.10712871287128703,0.0439603960396039,0.10712871287128703,3.0
CWRU_12k,val,ENCODER,deepliftshap,Faithfulness Correlation (Classif),30,30,0.0106810681068106,-0.0019289928992899381,0.09044404440444032,0.0106810681068106,0.09044404440444032,9.0
CWRU_12k,val,ENCODER,expected_gradients,Faithfulness Correlation (Classif),30,30,0.1029402940294029,0.09267406740674068,0.1987218721872187,0.1029402940294029,0.1987218721872187,1.0
CWRU_12k,val,ENCODER,feature_ablation,Faithfulness Correlation (Classif),30,30,0.0265646564656465,0.025378537853785386,0.207062706270627,0.0265646564656465,0.207062706270627,8.0
CWRU_12k,val,ENCODER,gradient_x_input,Faithfulness Correlation (Classif),30,30,0.0298589858985898,-0.007990799079908005,0.17466246624662457,0.0298589858985898,0.17466246624662457,6.0
CWRU_12k,val,ENCODER,gradientshap,Faithfulness Correlation (Classif),30,30,0.0274047404740474,0.0387174717471747,0.13354335433543346,0.0274047404740474,0.13354335433543346,7.0
CWRU_12k,val,ENCODER,guided_back_prop,Faithfulness Correlation (Classif),30,30,-0.046348634863486296,-0.029732173217321724,0.1259855985598559,-0.046348634863486296,0.1259855985598559,11.5
CWRU_12k,val,ENCODER,integrated_gradients,Faithfulness Correlation (Classif),30,30,0.029924992499249903,0.025010101010101014,0.24344734473447335,0.029924992499249903,0.24344734473447335,5.0
CWRU_12k,val,ENCODER,lime_tabular,Faithfulness Correlation (Classif),30,30,0.034395439543954354,0.016236823682368222,0.1525712571257125,0.034395439543954354,0.1525712571257125,4.0
CWRU_12k,val,ENCODER,occlusion,Faithfulness Correlation (Classif),30,30,0.0477407740774077,0.032122012201220115,0.16922292229222918,0.0477407740774077,0.16922292229222918,2.0
CWRU_12k,val,ENCODER,saliency,Faithfulness Correlation (Classif),30,30,-0.046348634863486296,-0.029768576857685757,0.1259885988598859,-0.046348634863486296,0.1259885988598859,11.5
CWRU_12k,val,ENCODER,smooth_gradient,Faithfulness Correlation (Classif),30,30,-0.0458265826582658,-0.024450445044504446,0.13839783978397835,-0.0458265826582658,0.13839783978397835,10.0
CWRU_12k,val,ENCODER,deeplift,Pixel Flipping (Classif),30,30,0.0042729691879495,0.004466354340229964,0.0013592954905408496,0.0042729691879495,0.0013592954905408496,6.0
CWRU_12k,val,ENCODER,deepliftshap,Pixel Flipping (Classif),30,30,0.0037215356141972,0.0038830428519261435,0.0013002033241223503,0.0037215356141972,0.0013002033241223503,9.0
CWRU_12k,val,ENCODER,expected_gradients,Pixel Flipping (Classif),30,30,0.00460017303326435,0.004561461947982503,0.0014478276226130246,0.00460017303326435,0.0014478276226130246,3.0
CWRU_12k,val,ENCODER,feature_ablation,Pixel Flipping (Classif),30,30,0.00470535540052435,0.004650601165704817,0.0008383874838217009,0.00470535540052435,0.0008383874838217009,2.0
CWRU_12k,val,ENCODER,gradient_x_input,Pixel Flipping (Classif),30,30,0.0042195609224850005,0.00439874006161224,0.0012963404730800244,0.0042195609224850005,0.0012963404730800244,7.0
CWRU_12k,val,ENCODER,gradientshap,Pixel Flipping (Classif),30,30,0.003969385832432,0.00412649130490881,0.00117783891188515,0.003969385832432,0.00117783891188515,8.0
CWRU_12k,val,ENCODER,guided_back_prop,Pixel Flipping (Classif),30,30,0.00361614859564845,0.0037114154072010563,0.0014747141052137,0.00361614859564845,0.0014747141052137,10.0
CWRU_12k,val,ENCODER,integrated_gradients,Pixel Flipping (Classif),30,30,0.00433363665947405,0.004573187622837497,0.0011535060699155502,0.00433363665947405,0.0011535060699155502,5.0
CWRU_12k,val,ENCODER,lime_tabular,Pixel Flipping (Classif),30,30,0.00309583892510315,0.00304572173805056,0.0010516479149466004,0.00309583892510315,0.0010516479149466004,12.0
CWRU_12k,val,ENCODER,occlusion,Pixel Flipping (Classif),30,30,0.00680807634254215,0.007039668912883563,0.002288440270330725,0.00680807634254215,0.002288440270330725,1.0
CWRU_12k,val,ENCODER,saliency,Pixel Flipping (Classif),30,30,0.0036156631469545,0.00369778001527812,0.0014677888973461998,0.0036156631469545,0.0014677888973461998,11.0
CWRU_12k,val,ENCODER,smooth_gradient,Pixel Flipping (Classif),30,30,0.0043952933642529505,0.00444982389360286,0.0011496983910516505,0.0043952933642529505,0.0011496983910516505,4.0
CWRU_12k,val,ENCODER,deeplift,"Sparseness (Classif, Chan)",30,30,0.18927498953960037,0.17480438319880467,0.10874029332067678,0.18927498953960037,0.10874029332067678,5.0
CWRU_12k,val,ENCODER,deepliftshap,"Sparseness (Classif, Chan)",30,30,0.16898251146342796,0.16890767712358595,0.10624616366544234,0.16898251146342796,0.10624616366544234,7.0
CWRU_12k,val,ENCODER,expected_gradients,"Sparseness (Classif, Chan)",30,30,0.13816817237490236,0.14204926734211035,0.08191361018435783,0.13816817237490236,0.08191361018435783,8.0
CWRU_12k,val,ENCODER,feature_ablation,"Sparseness (Classif, Chan)",30,30,0.22796871308527894,0.19391870382994086,0.20027530310933297,0.22796871308527894,0.20027530310933297,3.0
CWRU_12k,val,ENCODER,gradient_x_input,"Sparseness (Classif, Chan)",30,30,0.19737696477183936,0.17294289792493092,0.1838623301890071,0.19737696477183936,0.1838623301890071,4.0
CWRU_12k,val,ENCODER,gradientshap,"Sparseness (Classif, Chan)",30,30,0.17410653602540294,0.16759914485486777,0.07396075955237913,0.17410653602540294,0.07396075955237913,6.0
CWRU_12k,val,ENCODER,guided_back_prop,"Sparseness (Classif, Chan)",30,30,0.09034711388016275,0.0884768280696766,0.07322256234447512,0.09034711388016275,0.07322256234447512,10.0
CWRU_12k,val,ENCODER,integrated_gradients,"Sparseness (Classif, Chan)",30,30,0.2332053154478776,0.198368363165755,0.1554012887167374,0.2332053154478776,0.1554012887167374,2.0
CWRU_12k,val,ENCODER,lime_tabular,"Sparseness (Classif, Chan)",30,30,0.0048976035840849,0.006199041144319264,0.007224266973970501,0.0048976035840849,0.007224266973970501,12.0
CWRU_12k,val,ENCODER,occlusion,"Sparseness (Classif, Chan)",30,30,0.3043065356585578,0.29098027345476607,0.1447558887575412,0.3043065356585578,0.1447558887575412,1.0
CWRU_12k,val,ENCODER,saliency,"Sparseness (Classif, Chan)",30,30,0.0903472360119853,0.08847596763306813,0.07322196626573978,0.0903472360119853,0.07322196626573978,9.0
CWRU_12k,val,ENCODER,smooth_gradient,"Sparseness (Classif, Chan)",30,30,0.07648100429693055,0.08324860540947635,0.07123452832222318,0.07648100429693055,0.07123452832222318,11.0
CWRU_12k,val,ENCODER,deeplift,"Sparseness (Classif, Elem)",30,30,0.7084360674086589,0.7211358739255028,0.08874800028779795,0.7084360674086589,0.08874800028779795,3.0
CWRU_12k,val,ENCODER,deepliftshap,"Sparseness (Classif, Elem)",30,30,0.6520345375548101,0.6694606846440486,0.0784118460420904,0.6520345375548101,0.0784118460420904,5.0
CWRU_12k,val,ENCODER,expected_gradients,"Sparseness (Classif, Elem)",30,30,0.5523645843107896,0.5555369171748624,0.04736144337800796,0.5523645843107896,0.04736144337800796,7.0
CWRU_12k,val,ENCODER,feature_ablation,"Sparseness (Classif, Elem)",30,30,0.7194784933613092,0.7181488301707933,0.04961616744617636,0.7194784933613092,0.04961616744617636,2.0
CWRU_12k,val,ENCODER,gradient_x_input,"Sparseness (Classif, Elem)",30,30,0.734895310248856,0.7408541493518627,0.05171768324679982,0.734895310248856,0.05171768324679982,1.0
CWRU_12k,val,ENCODER,gradientshap,"Sparseness (Classif, Elem)",30,30,0.5996500148328014,0.5974163265247169,0.03957658269068354,0.5996500148328014,0.03957658269068354,6.0
CWRU_12k,val,ENCODER,guided_back_prop,"Sparseness (Classif, Elem)",30,30,0.49781911213960717,0.5044771093526775,0.029731602938548818,0.49781911213960717,0.029731602938548818,9.0
CWRU_12k,val,ENCODER,integrated_gradients,"Sparseness (Classif, Elem)",30,30,0.6915756643884703,0.6920365270007264,0.03415313164903333,0.6915756643884703,0.03415313164903333,4.0
CWRU_12k,val,ENCODER,lime_tabular,"Sparseness (Classif, Elem)",30,30,0.41502586583089496,0.41657505617866747,0.0059840061963177815,0.41502586583089496,0.0059840061963177815,12.0
CWRU_12k,val,ENCODER,occlusion,"Sparseness (Classif, Elem)",30,30,0.5096305159128779,0.5383643072032719,0.18086570631428323,0.5096305159128779,0.18086570631428323,8.0
CWRU_12k,val,ENCODER,saliency,"Sparseness (Classif, Elem)",30,30,0.49781778489799444,0.5044766844798315,0.029729547740567908,0.49781778489799444,0.029729547740567908,10.0
CWRU_12k,val,ENCODER,smooth_gradient,"Sparseness (Classif, Elem)",30,30,0.4543483511951696,0.46299714555803534,0.0411937388959826,0.4543483511951696,0.0411937388959826,11.0
CWRU_12k,val,FCN,deeplift,Average Sensitivity (Classif),30,30,-1.70815220794712,-1.6922604419163145,0.21958011716770498,1.70815220794712,0.21958011716770498,5.0
CWRU_12k,val,FCN,deepliftshap,Average Sensitivity (Classif),30,30,-1.6062203428284032,-1.6000631604798312,0.17512275558767443,1.6062203428284032,0.17512275558767443,4.0
CWRU_12k,val,FCN,expected_gradients,Average Sensitivity (Classif),30,30,-1.9620796717976599,-1.9428490001129184,0.2559505279857901,1.9620796717976599,0.2559505279857901,10.0
CWRU_12k,val,FCN,feature_ablation,Average Sensitivity (Classif),30,30,-1.8460177021842648,-1.8387416392649636,0.17258708538965162,1.8460177021842648,0.17258708538965162,7.0
CWRU_12k,val,FCN,gradient_x_input,Average Sensitivity (Classif),30,30,-1.7111018502128545,-1.6935671418705536,0.2186573253204871,1.7111018502128545,0.2186573253204871,6.0
CWRU_12k,val,FCN,gradientshap,Average Sensitivity (Classif),30,30,-1.8924573373328082,-1.8901165793905625,0.19249322218801157,1.8924573373328082,0.19249322218801157,8.0
CWRU_12k,val,FCN,guided_back_prop,Average Sensitivity (Classif),30,30,-0.3637816948789755,-0.3571227542945914,0.06854391684166472,0.3637816948789755,0.06854391684166472,1.0
CWRU_12k,val,FCN,integrated_gradients,Average Sensitivity (Classif),30,30,-1.917138585116109,-1.9097842267859144,0.20534243561905985,1.917138585116109,0.20534243561905985,9.0
CWRU_12k,val,FCN,lime_tabular,Average Sensitivity (Classif),30,30,-2.2545953527795044,-2.2371378851378436,0.21036713201269475,2.2545953527795044,0.21036713201269475,11.0
CWRU_12k,val,FCN,occlusion,Average Sensitivity (Classif),30,30,-50.60876686572867,-52.09603796267909,12.135211019617088,50.60876686572867,12.135211019617088,12.0
CWRU_12k,val,FCN,saliency,Average Sensitivity (Classif),30,30,-0.36378170886801414,-0.3571227587955228,0.06854389576705666,0.36378170886801414,0.06854389576705666,2.0
CWRU_12k,val,FCN,smooth_gradient,Average Sensitivity (Classif),30,30,-0.7236442361210542,-0.7016622884369657,0.11753324327350279,0.7236442361210542,0.11753324327350279,3.0
CWRU_12k,val,FCN,deeplift,"Complexity (Classif, Chan)",30,30,-0.9505963539547736,-0.9263524595945007,0.09364233628649998,0.9505963539547736,0.09364233628649998,6.0
CWRU_12k,val,FCN,deepliftshap,"Complexity (Classif, Chan)",30,30,-0.9179873149120974,-0.9030861749640032,0.08304294341273033,0.9179873149120974,0.08304294341273033,3.0
CWRU_12k,val,FCN,expected_gradients,"Complexity (Classif, Chan)",30,30,-0.929072461945728,-0.9217043175448926,0.06787620840490272,0.929072461945728,0.06787620840490272,4.0
CWRU_12k,val,FCN,feature_ablation,"Complexity (Classif, Chan)",30,30,-0.9637758267468051,-0.9396131948814381,0.07507085030437943,0.9637758267468051,0.07507085030437943,8.0
CWRU_12k,val,FCN,gradient_x_input,"Complexity (Classif, Chan)",30,30,-0.9505877463150044,-0.9262400825673063,0.09332468466772526,0.9505877463150044,0.09332468466772526,5.0
CWRU_12k,val,FCN,gradientshap,"Complexity (Classif, Chan)",30,30,-0.8999249179900328,-0.8858902301052406,0.09208188646668292,0.8999249179900328,0.09208188646668292,2.0
CWRU_12k,val,FCN,guided_back_prop,"Complexity (Classif, Chan)",30,30,-0.997942379133906,-0.9970326345612841,0.005406546510919874,0.997942379133906,0.005406546510919874,11.0
CWRU_12k,val,FCN,integrated_gradients,"Complexity (Classif, Chan)",30,30,-0.9619689956774151,-0.945556715645699,0.07239058475999727,0.9619689956774151,0.07239058475999727,7.0
CWRU_12k,val,FCN,lime_tabular,"Complexity (Classif, Chan)",30,30,-0.9968561873491801,-0.9940028104783605,0.006026321961467684,0.9968561873491801,0.006026321961467684,9.0
CWRU_12k,val,FCN,occlusion,"Complexity (Classif, Chan)",30,30,-0.7309364051414255,-0.7216598852021864,0.3771893861709327,0.7309364051414255,0.3771893861709327,1.0
CWRU_12k,val,FCN,saliency,"Complexity (Classif, Chan)",30,30,-0.9979423779166163,-0.9970326318353501,0.005406557983451354,0.9979423779166163,0.005406557983451354,10.0
CWRU_12k,val,FCN,smooth_gradient,"Complexity (Classif, Chan)",30,30,-0.9986277117872717,-0.9980524022170999,0.0022855993880243064,0.9986277117872717,0.0022855993880243064,12.0
CWRU_12k,val,FCN,deeplift,"Complexity (Classif, Elem)",30,30,-0.9184682613826115,-0.9164019161102714,0.01144951347478429,0.9184682613826115,0.01144951347478429,2.0
CWRU_12k,val,FCN,deepliftshap,"Complexity (Classif, Elem)",30,30,-0.9191357993596265,-0.9186171740887132,0.01096321098670261,0.9191357993596265,0.01096321098670261,4.0
CWRU_12k,val,FCN,expected_gradients,"Complexity (Classif, Elem)",30,30,-0.944594133786214,-0.9449752389699586,0.010915683142323052,0.944594133786214,0.010915683142323052,7.0
CWRU_12k,val,FCN,feature_ablation,"Complexity (Classif, Elem)",30,30,-0.9189815943050945,-0.9170479576544776,0.01140833162148458,0.9189815943050945,0.01140833162148458,3.0
CWRU_12k,val,FCN,gradient_x_input,"Complexity (Classif, Elem)",30,30,-0.918276748500113,-0.9163656771323916,0.011331041510022177,0.918276748500113,0.011331041510022177,1.0
CWRU_12k,val,FCN,gradientshap,"Complexity (Classif, Elem)",30,30,-0.9391594322920258,-0.9378957334668612,0.011665799766541585,0.9391594322920258,0.011665799766541585,6.0
CWRU_12k,val,FCN,guided_back_prop,"Complexity (Classif, Elem)",30,30,-0.9626203985553374,-0.9620340416632587,0.003984435155017119,0.9626203985553374,0.003984435155017119,10.0
CWRU_12k,val,FCN,integrated_gradients,"Complexity (Classif, Elem)",30,30,-0.9210952192043307,-0.920230039994582,0.008157823363075467,0.9210952192043307,0.008157823363075467,5.0
CWRU_12k,val,FCN,lime_tabular,"Complexity (Classif, Elem)",30,30,-0.9583085245697256,-0.9583950621277691,0.004360753117766958,0.9583085245697256,0.004360753117766958,8.0
CWRU_12k,val,FCN,occlusion,"Complexity (Classif, Elem)",30,30,-0.9635636086133696,-0.9649985787213221,0.02053001599424009,0.9635636086133696,0.02053001599424009,11.0
CWRU_12k,val,FCN,saliency,"Complexity (Classif, Elem)",30,30,-0.9626203973216606,-0.9620340413144627,0.00398443743433774,0.9626203973216606,0.00398443743433774,9.0
CWRU_12k,val,FCN,smooth_gradient,"Complexity (Classif, Elem)",30,30,-0.9809012391741909,-0.9801357432429714,0.005633557408420198,0.9809012391741909,0.005633557408420198,12.0
CWRU_12k,val,FCN,deeplift,Continuity (Classif),30,30,-0.3910994126045726,-0.39059964247362416,0.027484164540876266,0.3910994126045726,0.027484164540876266,5.0
CWRU_12k,val,FCN,deepliftshap,Continuity (Classif),30,30,-0.3823446437728658,-0.38011832004419754,0.036509861138538546,0.3823446437728658,0.036509861138538546,4.0
CWRU_12k,val,FCN,expected_gradients,Continuity (Classif),30,30,-0.7907990020687097,-0.7973075805152162,0.05986186146029193,0.7907990020687097,0.05986186146029193,9.0
CWRU_12k,val,FCN,feature_ablation,Continuity (Classif),30,30,-0.6065933521459572,-0.6075002996775035,0.07989639943488369,0.6065933521459572,0.07989639943488369,7.0
CWRU_12k,val,FCN,gradient_x_input,Continuity (Classif),30,30,-0.3913585035334753,-0.39102706552667743,0.02604157114788941,0.3913585035334753,0.02604157114788941,6.0
CWRU_12k,val,FCN,gradientshap,Continuity (Classif),30,30,-0.8113617136279584,-0.8010120950276256,0.07206317147604935,0.8113617136279584,0.07206317147604935,10.0
CWRU_12k,val,FCN,guided_back_prop,Continuity (Classif),30,30,-0.04888530138755155,-0.048558486763148646,0.00848040487814783,0.04888530138755155,0.00848040487814783,2.0
CWRU_12k,val,FCN,integrated_gradients,Continuity (Classif),30,30,-0.7254912823731472,-0.7255352926387068,0.029032392970354426,0.7254912823731472,0.029032392970354426,8.0
CWRU_12k,val,FCN,lime_tabular,Continuity (Classif),30,30,-1.008840681999739,-1.0154334625732075,0.03330164312797612,1.008840681999739,0.03330164312797612,12.0
CWRU_12k,val,FCN,occlusion,Continuity (Classif),30,30,-0.9971396314021539,-0.9697975965608342,0.16718293767744485,0.9971396314021539,0.16718293767744485,11.0
CWRU_12k,val,FCN,saliency,Continuity (Classif),30,30,-0.0488852245883592,-0.048558468852650326,0.008480436598414631,0.0488852245883592,0.008480436598414631,1.0
CWRU_12k,val,FCN,smooth_gradient,Continuity (Classif),30,30,-0.18561952604064685,-0.18028201179513587,0.033962267379821526,0.18561952604064685,0.033962267379821526,3.0
CWRU_12k,val,FCN,deeplift,Faithfulness Correlation (Classif),30,30,0.2542034203420342,0.24491689168916894,0.19307530753075314,0.2542034203420342,0.19307530753075314,5.0
CWRU_12k,val,FCN,deepliftshap,Faithfulness Correlation (Classif),30,30,0.2861446144614461,0.2648308830883088,0.14159915991599165,0.2861446144614461,0.14159915991599165,3.0
CWRU_12k,val,FCN,expected_gradients,Faithfulness Correlation (Classif),30,30,0.38512451245124524,0.350946294629463,0.13338133813381337,0.38512451245124524,0.13338133813381337,2.0
CWRU_12k,val,FCN,feature_ablation,Faithfulness Correlation (Classif),30,30,0.5788058805880589,0.5747726772677269,0.1488868886888689,0.5788058805880589,0.1488868886888689,1.0
CWRU_12k,val,FCN,gradient_x_input,Faithfulness Correlation (Classif),30,30,0.24994299429942995,0.24061886188618864,0.18738073807380748,0.24994299429942995,0.18738073807380748,6.0
CWRU_12k,val,FCN,gradientshap,Faithfulness Correlation (Classif),30,30,0.21711971197119712,0.2166232623262326,0.13237623762376247,0.21711971197119712,0.13237623762376247,8.0
CWRU_12k,val,FCN,guided_back_prop,Faithfulness Correlation (Classif),30,30,0.08482448244824481,0.0663062306230623,0.15199219921992196,0.08482448244824481,0.15199219921992196,11.0
CWRU_12k,val,FCN,integrated_gradients,Faithfulness Correlation (Classif),30,30,0.2826702670267026,0.2990335033503351,0.14734473447344748,0.2826702670267026,0.14734473447344748,4.0
CWRU_12k,val,FCN,lime_tabular,Faithfulness Correlation (Classif),30,30,0.22825682568256825,0.20988058805880586,0.1092319231923192,0.22825682568256825,0.1092319231923192,7.0
CWRU_12k,val,FCN,occlusion,Faithfulness Correlation (Classif),30,30,0.0225262526252625,0.01479467946794679,0.1537473747374737,0.0225262526252625,0.1537473747374737,12.0
